"id","L","A","C","Y"
5096,1,1,0,0
5097,1,1,0,0
5098,1,2,0,1
5099,0,0,0,1
5100,0,0,0,1
5101,0,2,0,1
5102,1,0,0,0
5103,1,2,1,NA
5104,1,0,0,0
5105,0,2,1,NA
5106,1,0,0,0
5107,1,0,0,1
5108,1,2,0,0
5109,1,1,0,0
5110,1,1,0,0
5111,0,0,0,0
5112,0,0,0,0
5113,0,0,0,0
5114,0,1,0,0
5115,0,0,0,0
5116,0,1,0,0
5117,0,0,0,0
5118,1,0,0,0
5119,0,0,1,NA
5120,0,1,1,NA
5121,1,1,0,0
5122,1,1,0,0
5123,1,2,0,0
5124,0,1,0,0
5125,0,1,1,NA
5126,0,0,0,0
5127,1,1,0,0
5128,0,1,0,0
5129,1,1,0,0
5130,0,0,1,NA
5131,0,0,0,0
5132,0,0,0,0
5133,0,0,0,1
5134,0,1,1,NA
5135,0,0,0,0
5136,0,0,1,NA
5137,0,1,0,0
5138,1,1,0,0
5139,1,2,1,NA
5140,0,0,0,0
5141,0,1,0,0
5142,0,0,0,0
5143,1,1,0,0
5144,0,0,0,0
5145,0,0,0,1
5146,1,1,0,0
5147,1,0,0,0
5148,1,1,1,NA
5149,1,0,0,0
5150,0,1,0,0
5151,0,0,0,0
5152,0,0,0,0
5153,0,0,0,0
5154,1,2,0,0
5155,1,2,1,NA
5156,1,0,0,0
5157,1,1,0,0
5158,1,0,0,0
5159,0,0,0,0
5160,0,0,1,NA
5161,0,0,1,NA
5162,0,0,0,0
5163,1,0,0,0
5164,1,0,0,0
5165,0,1,0,0
5166,0,1,0,0
5167,0,1,0,0
5168,1,1,0,0
5169,1,1,1,NA
5170,1,2,0,0
5171,1,1,0,0
5172,0,0,0,0
5173,1,2,1,NA
5174,0,0,0,0
5175,1,1,0,0
5176,1,2,1,NA
5177,1,0,1,NA
5178,1,1,0,0
5179,1,0,0,0
5180,1,0,1,NA
5181,1,1,0,0
5182,1,2,0,0
5183,1,1,0,0
5184,0,1,0,0
5185,1,1,0,0
5186,0,1,1,NA
5187,0,0,0,1
5188,0,0,0,0
5189,1,0,0,0
5190,1,2,0,0
5191,0,1,1,NA
5192,1,1,0,0
5193,0,1,0,0
5194,1,1,0,0
5195,1,1,0,0
5196,0,1,0,0
5197,1,1,0,0
5198,1,0,0,0
5199,1,1,1,NA
5200,0,0,0,0
5201,1,0,0,0
5202,1,2,0,0
5203,0,2,1,NA
5204,1,0,0,0
5205,0,2,0,0
5206,1,2,0,0
5207,0,1,0,0
5208,0,0,0,0
5209,0,0,0,0
5210,0,1,0,0
5211,0,1,0,0
5212,1,0,0,0
5213,1,2,0,0
5214,0,1,0,0
5215,0,0,1,NA
5216,1,1,0,0
5217,1,1,0,0
5218,1,1,0,0
5219,0,1,0,0
5220,0,0,0,1
5221,0,2,0,0
5222,0,1,0,0
5223,1,0,0,0
5224,1,1,0,0
5225,0,1,1,NA
5226,1,2,0,0
5227,0,1,1,NA
5228,1,1,0,0
5229,1,0,0,0
5230,0,0,0,0
5231,0,0,0,0
5232,1,0,0,1
5233,0,1,0,0
5234,1,0,0,0
5235,1,2,1,NA
5236,1,1,0,0
5237,0,0,0,0
5238,0,0,1,NA
5239,0,1,0,0
5240,1,1,1,NA
5241,0,1,0,1
5242,0,0,1,NA
5243,1,2,0,0
5244,0,1,0,0
5245,1,1,0,0
5246,0,0,1,NA
5247,0,2,1,NA
5248,1,1,0,0
5249,1,1,1,NA
5250,0,1,0,0
5251,1,0,0,0
5252,0,0,0,0
5253,0,0,0,0
5254,0,1,0,0
5255,1,1,0,0
5256,1,2,0,0
5257,0,0,0,0
5258,0,0,0,0
5259,0,0,0,0
5260,0,1,0,0
5261,1,1,0,0
5262,1,2,0,0
5263,0,0,0,0
5264,1,2,1,NA
5265,1,2,0,0
5266,1,2,0,0
5267,1,1,0,0
5268,1,1,0,0
5269,0,1,0,0
5270,0,0,1,NA
5271,1,2,0,0
5272,1,0,0,0
5273,0,1,0,0
5274,1,0,0,0
5275,0,0,0,1
5276,0,2,0,0
5277,0,0,0,0
5278,1,2,0,0
5279,1,2,1,NA
5280,0,0,0,0
5281,0,0,0,0
5282,0,2,0,0
5283,0,1,0,0
5284,1,1,0,0
5285,0,1,0,0
5286,1,1,0,0
5287,0,0,0,0
5288,0,1,0,0
5289,0,1,0,1
5290,0,0,1,NA
5291,0,0,0,0
5292,0,0,0,0
5293,1,0,0,0
5294,1,2,0,0
5295,0,0,0,0
5296,1,2,0,0
5297,1,0,0,0
5298,1,0,0,0
5299,0,1,0,0
5300,0,1,1,NA
5301,0,0,0,0
5302,1,2,0,0
5303,1,2,0,0
5304,1,2,0,0
5305,1,2,0,0
5306,0,0,0,1
5307,0,0,1,NA
5308,0,0,0,0
5309,0,0,0,0
5310,1,0,0,0
5311,0,1,0,0
5312,1,0,0,0
5313,1,0,0,0
5314,1,0,0,0
5315,0,1,1,NA
5316,0,1,0,0
5317,1,2,0,0
5318,0,1,0,0
5319,1,2,0,0
5320,1,0,0,0
5321,0,1,1,NA
5322,1,1,1,NA
5323,1,2,0,0
5324,0,1,1,NA
5325,1,1,0,0
5326,1,2,0,0
5327,0,0,0,0
5328,0,1,0,0
5329,0,1,0,0
5330,1,0,0,0
5331,1,2,0,0
5332,1,1,0,0
5333,0,0,0,1
5334,1,2,0,0
5335,0,1,0,0
5336,1,2,1,NA
5337,0,0,0,1
5338,0,2,0,0
5339,0,0,0,1
5340,1,0,0,0
5341,1,1,0,0
5342,1,2,0,0
5343,1,1,0,0
5344,0,0,0,0
5345,0,0,0,0
5346,1,1,0,0
5347,0,1,1,NA
5348,0,0,1,NA
5349,0,1,0,0
5350,0,0,0,0
5351,1,1,0,0
5352,1,1,1,NA
5353,1,1,0,0
5354,0,2,0,0
5355,1,1,0,0
5356,1,0,0,0
5357,1,1,0,0
5358,1,0,0,1
5359,0,1,1,NA
5360,1,0,0,0
5361,1,1,0,0
5362,0,1,1,NA
5363,1,1,0,0
5364,0,1,0,0
5365,1,1,0,0
5366,0,0,0,0
5367,1,2,0,0
5368,0,0,0,0
5369,1,1,0,0
5370,0,0,1,NA
5371,0,1,1,NA
5372,0,1,0,0
5373,0,0,0,0
5374,0,1,0,0
5375,1,1,0,0
5376,1,2,0,0
5377,0,1,0,1
5378,0,0,1,NA
5379,0,1,0,0
5380,1,1,0,0
5381,0,0,0,0
5382,0,0,0,1
5383,0,0,0,0
5384,1,1,1,NA
5385,1,1,1,NA
5386,1,0,0,0
5387,1,2,0,0
5388,1,0,0,0
5389,1,0,0,0
5390,1,2,0,0
5391,1,2,0,0
5392,0,0,0,1
5393,0,1,0,0
5394,0,0,0,0
5395,0,1,1,NA
5396,0,1,0,1
5397,1,1,0,0
5398,1,2,0,0
5399,0,0,0,1
5400,0,1,0,0
5401,1,1,0,0
5402,1,2,0,0
5403,0,1,0,0
5404,0,0,0,1
5405,1,1,0,0
5406,0,1,0,0
5407,1,2,0,0
5408,1,0,0,0
5409,0,0,0,0
5410,0,1,0,1
5411,1,2,0,0
5412,0,1,1,NA
5413,0,2,0,0
5414,1,1,0,0
5415,1,0,0,0
5416,0,0,0,1
5417,1,1,0,0
5418,1,2,1,NA
5419,0,2,0,0
5420,1,0,0,0
5421,0,0,0,1
5422,1,1,0,0
5423,1,1,1,NA
5424,1,1,1,NA
5425,1,2,0,0
5426,0,0,0,1
5427,0,1,0,0
5428,0,0,0,0
5429,1,1,0,0
5430,1,2,0,0
5431,1,0,0,0
5432,1,2,0,0
5433,0,2,0,0
5434,0,1,0,0
5435,1,1,0,0
5436,1,2,1,NA
5437,1,1,0,0
5438,0,1,0,0
5439,1,1,0,0
5440,0,1,0,0
5441,0,1,0,0
5442,1,1,0,0
5443,0,0,0,0
5444,0,0,0,0
5445,0,2,1,NA
5446,1,0,0,0
5447,1,2,0,0
5448,1,1,0,0
5449,1,2,0,0
5450,1,2,0,0
5451,0,0,0,1
5452,0,1,0,0
5453,1,0,0,0
5454,1,1,0,0
5455,1,1,0,0
5456,1,0,0,1
5457,0,0,1,NA
5458,1,1,0,0
5459,0,1,0,1
5460,0,1,0,0
5461,0,1,0,0
5462,1,0,0,0
5463,0,0,0,1
5464,1,2,0,0
5465,0,1,0,0
5466,0,0,0,0
5467,1,0,1,NA
5468,1,1,0,0
5469,0,1,0,0
5470,1,2,0,0
5471,1,2,0,0
5472,0,0,0,1
5473,1,0,0,0
5474,0,1,0,0
5475,0,1,0,0
5476,1,1,0,0
5477,0,1,1,NA
5478,0,0,0,1
5479,0,0,0,1
5480,0,0,1,NA
5481,0,0,0,1
5482,1,1,0,0
5483,1,2,0,0
5484,1,1,0,0
5485,1,1,0,0
5486,1,2,1,NA
5487,1,2,0,0
5488,0,0,0,0
5489,0,1,0,0
5490,1,1,0,0
5491,0,0,0,0
5492,1,2,0,0
5493,0,1,0,0
5494,0,0,0,1
5495,0,1,0,0
5496,1,1,0,0
5497,1,2,0,1
5498,0,1,0,1
5499,1,1,0,0
5500,0,0,0,0
5501,1,2,1,NA
5502,1,1,0,0
5503,1,1,0,0
5504,0,0,0,1
5505,1,1,0,0
5506,0,0,1,NA
5507,0,0,0,0
5508,1,0,0,0
5509,1,1,0,0
5510,0,0,0,0
5511,0,0,0,0
5512,1,1,0,0
5513,0,0,0,0
5514,0,1,0,0
5515,1,1,0,0
5516,1,0,0,0
5517,0,0,0,0
5518,1,2,0,0
5519,0,1,0,0
5520,0,1,0,0
5521,0,1,0,0
5522,1,1,0,0
5523,0,0,0,0
5524,1,0,0,0
5525,0,1,0,0
5526,0,2,1,NA
5527,1,0,0,0
5528,1,2,0,0
5529,0,0,0,0
5530,1,1,1,NA
5531,1,1,0,0
5532,0,1,1,NA
5533,0,1,1,NA
5534,1,0,0,0
5535,1,1,0,0
5536,0,1,0,0
5537,1,0,0,0
5538,1,1,0,0
5539,0,2,0,0
5540,1,0,0,0
5541,0,1,0,1
5542,0,1,0,0
5543,0,0,0,1
5544,1,1,0,0
5545,1,2,1,NA
5546,0,0,0,1
5547,1,2,0,0
5548,1,1,0,0
5549,1,1,0,0
5550,0,1,0,0
5551,1,2,0,1
5552,1,1,0,0
5553,0,0,0,1
5554,0,2,1,NA
5555,1,1,0,0
5556,0,1,0,0
5557,1,0,0,0
5558,0,1,0,0
5559,1,0,0,1
5560,0,1,0,0
5561,0,0,0,1
5562,0,1,0,0
5563,1,0,0,0
5564,0,1,1,NA
5565,0,1,0,0
5566,0,1,0,0
5567,0,1,1,NA
5568,1,1,0,0
5569,1,0,0,0
5570,0,0,0,1
5571,0,1,0,0
5572,1,2,0,0
5573,1,1,1,NA
5574,1,1,0,0
5575,1,2,1,NA
5576,1,1,0,0
5577,0,0,0,0
5578,1,2,0,0
5579,1,1,0,0
5580,0,1,1,NA
5581,0,0,0,0
5582,0,0,0,0
5583,0,0,0,0
5584,1,1,0,1
5585,1,2,0,0
5586,0,0,0,0
5587,1,1,1,NA
5588,0,1,0,1
5589,1,2,1,NA
5590,0,1,0,0
5591,1,1,0,0
5592,0,1,0,0
5593,1,1,0,0
5594,1,2,0,0
5595,0,0,0,0
5596,1,2,0,0
5597,1,1,0,0
5598,1,2,1,NA
5599,0,0,0,0
5600,0,0,1,NA
5601,1,1,0,0
5602,0,1,0,0
5603,1,1,0,0
5604,1,1,0,0
5605,0,0,1,NA
5606,1,1,0,0
5607,1,2,0,0
5608,1,1,0,0
5609,0,1,1,NA
5610,0,1,0,0
5611,0,0,0,0
5612,1,0,0,0
5613,1,1,0,0
5614,0,0,0,1
5615,0,0,1,NA
5616,0,1,0,0
5617,0,0,0,0
5618,0,1,1,NA
5619,1,1,0,0
5620,0,0,0,0
5621,0,0,0,0
5622,0,0,1,NA
5623,1,1,0,0
5624,1,0,0,1
5625,0,0,0,0
5626,0,0,0,0
5627,1,1,0,0
5628,1,1,0,0
5629,0,1,1,NA
5630,0,1,0,0
5631,0,0,0,0
5632,0,0,0,1
5633,1,2,0,0
5634,1,2,0,0
5635,1,2,0,0
5636,0,1,0,0
5637,1,1,0,0
5638,1,0,0,0
5639,0,0,0,0
5640,1,1,0,0
5641,0,1,0,0
5642,0,1,0,0
5643,1,2,0,0
5644,1,1,0,0
5645,1,1,0,0
5646,1,2,0,0
5647,0,0,0,0
5648,1,0,0,0
5649,1,0,0,0
5650,1,0,0,0
5651,1,2,0,0
5652,0,1,0,0
5653,0,1,1,NA
5654,0,0,0,0
5655,1,2,0,0
5656,1,1,0,0
5657,1,0,0,0
5658,1,2,0,0
5659,1,1,0,0
5660,0,2,1,NA
5661,0,0,0,0
5662,1,1,0,0
5663,0,0,0,0
5664,0,0,0,0
5665,0,1,0,0
5666,0,1,1,NA
5667,0,1,0,0
5668,0,2,0,0
5669,0,0,0,0
5670,1,0,0,0
5671,0,1,0,0
5672,0,0,0,1
5673,0,0,0,0
5674,0,0,0,0
5675,1,0,0,0
5676,0,1,0,0
5677,0,0,0,1
5678,0,1,0,0
5679,1,1,0,0
5680,1,1,0,0
5681,0,0,0,0
5682,1,0,0,0
5683,1,1,0,0
5684,0,0,0,0
5685,0,0,0,1
5686,0,0,1,NA
5687,1,0,0,0
5688,1,1,0,0
5689,0,0,0,1
5690,0,0,0,0
5691,0,0,0,1
5692,1,0,0,0
5693,0,0,0,1
5694,1,1,0,0
5695,1,1,0,0
5696,1,1,0,0
5697,0,1,1,NA
5698,1,1,0,0
5699,0,1,0,0
5700,0,0,0,0
5701,1,0,0,0
5702,0,0,0,0
5703,1,0,0,0
5704,1,2,1,NA
5705,0,0,0,1
5706,0,0,0,0
5707,1,0,0,1
5708,1,1,0,0
5709,1,2,1,NA
5710,0,0,1,NA
5711,0,0,0,1
5712,1,0,0,0
5713,1,1,0,0
5714,0,0,0,0
5715,0,0,0,1
5716,1,0,0,0
5717,1,1,1,NA
5718,0,0,0,1
5719,0,2,0,0
5720,1,2,1,NA
5721,1,1,0,0
5722,0,1,0,0
5723,0,1,1,NA
5724,0,1,0,1
5725,0,1,0,0
5726,1,0,0,0
5727,1,2,0,0
5728,1,0,0,0
5729,1,2,0,0
5730,1,1,0,0
5731,0,1,0,0
5732,1,1,0,0
5733,0,0,0,1
5734,1,1,0,0
5735,1,1,0,0
5736,0,1,0,1
5737,0,2,1,NA
5738,1,1,0,0
5739,1,2,1,NA
5740,1,1,0,0
5741,1,2,0,0
5742,0,0,0,1
5743,0,1,0,0
5744,1,0,0,0
5745,0,0,0,0
5746,1,0,0,0
5747,0,1,0,0
5748,1,2,1,NA
5749,1,0,0,0
5750,0,1,0,0
5751,1,1,0,0
5752,0,0,0,0
5753,1,0,0,0
5754,1,1,0,0
5755,1,1,0,0
5756,1,1,0,0
5757,0,1,0,0
5758,0,0,0,0
5759,0,0,0,1
5760,0,0,0,0
5761,1,0,0,0
5762,1,2,1,NA
5763,0,1,1,NA
5764,0,0,0,1
5765,1,2,1,NA
5766,1,1,0,0
5767,1,1,0,0
5768,0,0,0,0
5769,1,0,0,0
5770,1,0,0,0
5771,0,1,0,0
5772,0,0,0,0
5773,1,2,0,0
5774,0,1,0,1
5775,1,2,0,0
5776,0,0,0,0
5777,1,0,1,NA
5778,1,0,0,0
5779,1,0,0,0
5780,1,1,0,0
5781,1,0,0,0
5782,1,1,0,0
5783,1,1,0,0
5784,0,1,1,NA
5785,0,1,0,0
5786,1,1,0,0
5787,1,1,0,0
5788,1,0,0,1
5789,1,2,0,0
5790,1,2,1,NA
5791,1,1,0,0
5792,1,0,0,0
5793,0,1,0,0
5794,0,0,0,0
5795,1,1,0,0
5796,0,0,0,0
5797,0,2,1,NA
5798,0,0,0,0
5799,0,0,0,0
5800,1,1,0,0
5801,0,0,0,0
5802,1,1,0,0
5803,1,1,0,0
5804,0,1,0,0
5805,0,1,0,0
5806,0,0,0,1
5807,1,0,0,0
5808,1,1,0,0
5809,1,1,0,0
5810,1,1,0,0
5811,0,2,0,0
5812,1,1,0,0
5813,0,0,0,0
5814,1,0,0,0
5815,1,2,0,0
5816,1,0,0,0
5817,0,0,0,0
5818,0,1,1,NA
5819,0,0,0,0
5820,0,0,0,0
5821,1,0,0,0
5822,1,1,0,0
5823,1,2,0,0
5824,1,0,0,0
5825,0,0,0,0
5826,1,2,0,0
5827,1,1,0,0
5828,0,1,0,0
5829,0,1,1,NA
5830,0,1,0,0
5831,1,2,0,0
5832,1,0,0,0
5833,0,0,0,1
5834,1,1,0,0
5835,1,0,0,0
5836,1,1,0,0
5837,0,0,0,0
5838,0,0,0,1
5839,0,0,0,0
5840,0,1,0,0
5841,0,0,0,0
5842,0,0,0,0
5843,1,1,0,0
5844,0,0,0,0
5845,0,1,0,0
5846,0,1,1,NA
5847,1,1,1,NA
5848,1,0,0,0
5849,0,0,0,0
5850,1,2,1,NA
5851,1,0,0,0
5852,0,1,0,0
5853,0,0,0,1
5854,0,0,0,0
5855,1,1,0,0
5856,0,0,0,1
5857,1,1,0,0
5858,1,1,0,0
5859,0,0,0,0
5860,0,1,0,0
5861,1,2,0,0
5862,0,1,1,NA
5863,0,0,0,0
5864,0,1,0,0
5865,0,0,0,0
5866,0,1,0,0
5867,0,2,0,1
5868,1,1,0,0
5869,1,2,1,NA
5870,0,1,0,0
5871,1,2,0,0
5872,1,0,0,0
5873,0,2,1,NA
5874,0,0,0,0
5875,0,0,0,1
5876,0,0,0,1
5877,1,1,0,0
5878,0,0,1,NA
5879,0,0,0,1
5880,1,0,0,0
5881,0,0,0,0
5882,1,2,0,0
5883,1,1,0,0
5884,1,1,0,0
5885,1,0,0,0
5886,1,1,0,0
5887,1,1,0,0
5888,1,2,0,0
5889,1,0,0,0
5890,0,1,1,NA
5891,0,1,0,0
5892,0,2,0,0
5893,0,2,0,0
5894,0,0,0,0
5895,1,0,0,0
5896,0,1,0,0
5897,1,2,1,NA
5898,1,2,1,NA
5899,1,0,0,1
5900,0,0,0,0
5901,0,0,0,0
5902,0,2,1,NA
5903,1,0,0,0
5904,0,1,0,0
5905,1,2,1,NA
5906,1,0,0,1
5907,0,0,0,0
5908,0,1,0,0
5909,0,1,0,0
5910,0,0,0,0
5911,0,1,0,1
5912,0,0,0,0
5913,0,1,0,0
5914,1,2,0,0
5915,0,1,0,0
5916,1,0,0,0
5917,0,0,0,0
5918,0,0,0,0
5919,1,2,1,NA
5920,1,2,0,0
5921,1,2,1,NA
5922,1,2,0,0
5923,1,1,0,0
5924,1,1,1,NA
5925,0,0,0,1
5926,0,1,0,0
5927,1,0,0,0
5928,0,0,0,0
5929,0,1,1,NA
5930,1,1,0,0
5931,0,1,0,0
5932,1,0,1,NA
5933,0,1,0,0
5934,0,1,1,NA
5935,0,0,0,0
5936,1,1,1,NA
5937,0,0,0,1
5938,0,0,0,1
5939,1,0,0,0
5940,0,0,0,0
5941,1,0,0,1
5942,1,0,0,0
5943,0,0,0,0
5944,0,1,0,0
5945,1,2,0,0
5946,0,1,1,NA
5947,1,1,0,0
5948,0,0,0,1
5949,0,0,0,0
5950,1,2,0,0
5951,0,2,0,0
5952,0,2,1,NA
5953,1,2,0,0
5954,1,0,0,0
5955,0,1,0,0
5956,1,0,0,0
5957,1,0,0,0
5958,1,1,0,0
5959,1,0,1,NA
5960,0,0,0,0
5961,0,1,0,1
5962,0,0,0,0
5963,0,2,1,NA
5964,0,0,0,0
5965,0,1,0,0
5966,1,2,1,NA
5967,0,2,1,NA
5968,0,1,1,NA
5969,0,1,0,0
5970,1,2,0,0
5971,0,0,1,NA
5972,1,1,0,0
5973,0,1,0,0
5974,1,2,0,0
5975,1,1,0,0
5976,1,1,0,0
5977,0,0,1,NA
5978,0,1,1,NA
5979,1,0,0,0
5980,1,1,0,0
5981,0,0,0,0
5982,1,2,0,0
5983,1,1,0,0
5984,1,2,0,0
5985,0,1,1,NA
5986,0,1,0,0
5987,1,0,0,0
5988,0,0,1,NA
5989,0,0,0,1
5990,0,0,0,0
5991,0,1,0,0
5992,1,0,0,0
5993,0,0,1,NA
5994,1,1,0,0
5995,1,1,0,0
5996,1,0,0,0
5997,1,2,0,0
5998,0,0,0,0
5999,0,0,0,0
6000,1,2,0,0
6001,1,0,0,0
6002,0,1,0,0
6003,0,0,0,0
6004,0,0,0,0
6005,0,1,0,0
6006,1,0,0,0
6007,0,0,0,0
6008,1,1,0,0
6009,1,1,0,0
6010,0,1,0,1
6011,1,0,0,1
6012,1,1,0,0
6013,0,0,0,1
6014,1,2,0,0
6015,0,0,1,NA
6016,1,0,0,1
6017,1,2,0,0
6018,1,0,0,0
6019,0,0,1,NA
6020,0,0,0,1
6021,1,0,1,NA
6022,0,0,0,0
6023,0,2,0,0
6024,0,1,0,0
6025,0,1,1,NA
6026,0,0,1,NA
6027,1,1,0,0
6028,1,2,1,NA
6029,0,0,0,1
6030,1,2,0,0
6031,0,0,0,0
6032,1,0,0,0
6033,0,0,0,0
6034,0,1,1,NA
6035,0,0,0,0
6036,1,1,0,0
6037,1,1,0,1
6038,0,1,0,0
6039,0,0,0,0
6040,0,0,0,1
6041,1,1,0,0
6042,1,2,0,0
6043,0,0,0,1
6044,0,1,1,NA
6045,0,1,1,NA
6046,0,1,0,0
6047,0,2,1,NA
6048,1,2,0,0
6049,1,1,0,0
6050,1,1,0,0
6051,0,2,1,NA
6052,0,0,0,0
6053,0,1,0,0
6054,1,0,1,NA
6055,1,1,0,0
6056,0,1,1,NA
6057,1,0,0,0
6058,1,2,1,NA
6059,1,1,0,0
6060,0,1,0,0
6061,1,1,0,0
6062,0,0,0,0
6063,0,0,0,0
6064,1,2,0,0
6065,1,1,0,0
6066,1,0,0,0
6067,1,1,0,0
6068,0,1,0,0
6069,1,1,0,0
6070,0,0,0,0
6071,1,1,0,1
6072,0,0,0,1
6073,0,0,1,NA
6074,1,1,0,0
6075,1,1,0,0
6076,1,0,0,1
6077,0,1,1,NA
6078,1,0,0,0
6079,0,0,0,0
6080,1,0,0,0
6081,0,0,0,0
6082,1,1,0,0
6083,0,1,0,0
6084,1,2,1,NA
6085,1,1,0,0
6086,0,0,0,0
6087,1,0,0,0
6088,1,2,0,0
6089,0,0,1,NA
6090,1,1,1,NA
6091,1,0,0,0
6092,0,1,0,0
6093,0,0,0,0
6094,0,0,0,0
6095,0,0,0,0
6096,1,2,0,0
6097,0,1,0,0
6098,0,0,0,0
6099,1,1,0,0
6100,1,0,0,0
6101,1,1,0,0
6102,0,1,0,0
6103,0,0,0,0
6104,0,1,0,0
6105,1,0,0,0
6106,1,1,1,NA
6107,0,0,0,0
6108,1,1,1,NA
6109,1,1,0,0
6110,1,0,0,0
6111,1,1,1,NA
6112,0,0,0,1
6113,1,0,0,0
6114,0,1,0,0
6115,1,1,0,0
6116,1,0,0,0
6117,1,0,0,1
6118,1,0,0,0
6119,0,1,0,0
6120,0,0,0,0
6121,0,0,0,0
6122,0,1,0,0
6123,0,1,0,0
6124,0,1,0,0
6125,1,0,0,0
6126,0,1,0,0
6127,0,0,0,0
6128,0,0,0,1
6129,0,1,0,0
6130,1,2,0,0
6131,0,1,0,0
6132,1,1,0,0
6133,1,0,0,0
6134,0,0,1,NA
6135,0,1,0,1
6136,0,1,0,0
6137,0,1,0,0
6138,1,1,0,0
6139,0,1,1,NA
6140,0,0,0,0
6141,0,0,0,0
6142,0,0,0,0
6143,1,1,0,0
6144,0,1,1,NA
6145,0,0,0,0
6146,1,1,0,0
6147,0,1,0,0
6148,1,1,0,0
6149,1,2,0,0
6150,0,0,0,0
6151,1,1,0,1
6152,1,1,0,0
6153,0,0,0,0
6154,1,0,0,0
6155,0,0,0,1
6156,1,1,0,0
6157,0,1,0,0
6158,1,2,0,0
6159,0,0,0,0
6160,0,1,0,0
6161,1,1,0,0
6162,1,2,0,0
6163,1,2,1,NA
6164,1,1,0,0
6165,1,0,0,0
6166,1,2,0,0
6167,1,0,0,0
6168,1,2,1,NA
6169,0,1,0,1
6170,0,2,0,0
6171,1,0,0,1
6172,0,0,0,0
6173,0,0,0,0
6174,1,1,0,0
6175,0,0,0,0
6176,0,1,0,1
6177,0,1,0,0
6178,1,1,0,0
6179,1,1,1,NA
6180,1,1,0,0
6181,1,2,1,NA
6182,1,1,1,NA
6183,1,0,0,0
6184,0,0,1,NA
6185,0,2,1,NA
6186,1,1,0,0
6187,1,0,0,0
6188,0,1,0,0
6189,0,1,1,NA
6190,1,2,0,0
6191,0,1,0,0
6192,0,1,0,1
6193,1,1,0,0
6194,1,2,0,0
6195,0,1,1,NA
6196,1,0,0,1
6197,1,2,0,0
6198,0,1,0,0
6199,1,1,0,0
6200,0,1,0,0
6201,0,0,0,0
6202,0,2,0,0
6203,0,1,0,0
6204,0,1,1,NA
6205,1,0,0,0
6206,1,1,0,0
6207,1,0,0,0
6208,0,0,0,0
6209,1,0,0,0
6210,1,1,0,0
6211,1,0,0,0
6212,0,1,0,0
6213,1,0,0,0
6214,1,2,0,0
6215,1,1,0,0
6216,1,0,0,1
6217,0,1,1,NA
6218,0,0,0,1
6219,0,0,0,0
6220,0,1,1,NA
6221,1,0,0,0
6222,1,1,0,0
6223,1,1,0,0
6224,0,0,0,0
6225,0,0,0,0
6226,0,2,1,NA
6227,0,1,0,1
6228,1,0,0,0
6229,0,1,0,0
6230,1,1,0,0
6231,0,0,0,0
6232,1,0,1,NA
6233,1,1,0,0
6234,0,0,0,1
6235,1,0,0,0
6236,1,2,0,0
6237,0,0,0,0
6238,0,0,0,0
6239,1,2,0,0
6240,1,0,0,0
6241,0,0,0,0
6242,1,0,0,1
6243,0,0,0,0
6244,1,0,0,0
6245,1,1,1,NA
6246,0,1,1,NA
6247,1,1,1,NA
6248,0,0,0,0
6249,0,1,0,0
6250,1,2,1,NA
6251,0,0,0,0
6252,1,1,0,0
6253,1,1,0,0
6254,1,1,0,0
6255,1,2,0,0
6256,0,1,1,NA
6257,1,1,0,0
6258,1,2,0,0
6259,0,0,0,1
6260,0,0,0,1
6261,1,1,0,0
6262,1,1,1,NA
6263,0,1,0,0
6264,1,2,1,NA
6265,0,0,0,1
6266,0,1,0,1
6267,0,0,0,0
6268,0,0,0,0
6269,0,0,0,0
6270,1,0,0,0
6271,0,1,0,0
6272,0,0,0,1
6273,1,1,0,0
6274,0,1,0,0
6275,0,1,0,1
6276,0,1,0,0
6277,1,1,0,0
6278,0,1,0,0
6279,0,0,0,0
6280,0,1,0,0
6281,1,1,0,0
6282,0,1,0,0
6283,0,1,0,0
6284,1,2,0,0
6285,1,1,0,0
6286,0,0,0,0
6287,1,0,0,0
6288,1,1,0,0
6289,0,1,0,0
6290,0,0,0,0
6291,0,0,0,1
6292,1,1,1,NA
6293,0,0,0,0
6294,1,0,0,0
6295,0,1,0,0
6296,0,0,0,0
6297,0,0,0,1
6298,1,2,0,0
6299,0,0,0,0
6300,1,2,0,0
6301,1,1,0,1
6302,0,1,1,NA
6303,0,0,0,0
6304,1,2,1,NA
6305,0,0,0,0
6306,1,1,0,0
6307,1,2,0,0
6308,0,1,0,0
6309,0,0,0,0
6310,1,2,1,NA
6311,0,0,0,1
6312,1,1,0,0
6313,1,2,1,NA
6314,1,2,1,NA
6315,1,1,0,0
6316,0,1,0,0
6317,0,1,0,0
6318,1,1,1,NA
6319,1,1,0,0
6320,0,0,0,1
6321,0,2,0,0
6322,0,1,0,1
6323,0,0,0,0
6324,1,1,0,0
6325,1,1,1,NA
6326,0,1,0,0
6327,0,2,1,NA
6328,1,1,0,0
6329,1,2,0,0
6330,0,1,0,0
6331,0,0,1,NA
6332,0,1,0,0
6333,1,1,1,NA
6334,0,2,1,NA
6335,0,1,1,NA
6336,0,0,0,0
6337,1,1,0,0
6338,1,1,0,0
6339,0,0,0,0
6340,1,2,1,NA
6341,0,0,0,0
6342,0,0,0,1
6343,1,0,0,0
6344,0,0,0,0
6345,0,1,1,NA
6346,0,0,0,0
6347,0,2,0,0
